order_id,date,customer_id,category,product,region,channel,quantity,unit_price,discount_pct,revenue
ORD01454,2023-01-06,CUST0072,Books,Data Science,North,In-Store,1,11.46,20,9.17
ORD01176,2023-01-06,CUST0088,Books,Data Science,East,In-Store,6,32.73,10,176.74
ORD01346,2023-01-07,CUST0309,Sports,Yoga Mat,North,In-Store,3,149.0,15,379.95
ORD00099,2023-01-08,CUST0363,Clothing,Jacket,Central,Online,3,49.57,0,148.71
ORD01420,2023-01-08,CUST0014,Clothing,T-Shirt,South,In-Store,7,137.02,0,959.14
ORD00877,2023-01-08,CUST0374,Sports,Dumbbells,West,Mobile App,8,124.44,0,995.52
ORD01666,2023-01-08,CUST0482,Clothing,Sneakers,West,In-Store,6,113.88,10,614.95
ORD00681,2023-01-08,CUST0086,Clothing,T-Shirt,East,Mobile App,7,50.68,0,354.76
ORD00032,2023-01-08,CUST0497,Books,Data Science,North,Online,9,12.53,20,90.22
ORD01857,2023-01-09,CUST0058,Sports,Running Shoes,South,Mobile App,3,154.63,0,463.89
ORD01039,2023-01-09,CUST0357,Electronics,Smartphone,South,Online,4,375.65,0,1502.6
ORD00094,2023-01-09,CUST0048,Books,Python Programming,East,Online,8,44.53,5,338.43
ORD01706,2023-01-09,CUST0229,Books,Business Analytics,East,In-Store,6,18.94,5,107.96
ORD01787,2023-01-09,CUST0290,Books,Data Science,West,Online,9,55.65,0,500.85
ORD00219,2023-01-09,CUST0183,Sports,Yoga Mat,North,In-Store,6,132.6,0,795.6
ORD01364,2023-01-09,CUST0186,Electronics,Smartphone,Central,In-Store,4,670.22,20,2144.7
ORD01092,2023-01-10,CUST0062,Books,SQL Mastery,Central,Online,8,19.47,10,140.18
ORD00213,2023-01-10,CUST0132,Clothing,Dress,South,Online,1,78.32,0,78.32
ORD00267,2023-01-10,CUST0226,Clothing,Jeans,East,In-Store,2,24.1,0,48.2
ORD01863,2023-01-11,CUST0440,Sports,Dumbbells,Central,In-Store,5,41.89,0,209.45
ORD01940,2023-01-11,CUST0301,Sports,Cycling Helmet,East,In-Store,3,85.18,20,204.43
ORD01552,2023-01-11,CUST0256,Clothing,Dress,North,In-Store,8,104.49,0,835.92
ORD00516,2023-01-11,CUST0025,Electronics,Smartwatch,North,In-Store,2,1493.08,15,2538.24
ORD01934,2023-01-11,CUST0005,Books,Data Science,North,In-Store,2,43.81,0,87.62
ORD01330,2023-01-12,CUST0086,Electronics,Tablet,Central,In-Store,9,744.71,20,5361.91
ORD00730,2023-01-12,CUST0021,Clothing,Sneakers,South,Mobile App,9,145.68,15,1114.45
ORD01682,2023-01-12,CUST0225,Home & Kitchen,Air Fryer,Central,In-Store,9,73.94,0,665.46
ORD01625,2023-01-12,CUST0155,Books,Business Analytics,East,In-Store,7,49.24,10,310.21
ORD00449,2023-01-12,CUST0076,Beauty,Lipstick,Central,Mobile App,6,111.07,0,666.42
ORD01783,2023-01-12,CUST0072,Beauty,Serum,North,Mobile App,5,71.23,15,302.73
ORD01269,2023-01-12,CUST0301,Electronics,Tablet,Central,Mobile App,9,1033.83,0,9304.47
ORD00514,2023-01-12,CUST0302,Sports,Yoga Mat,Central,Online,3,57.26,0,171.78
ORD00963,2023-01-12,CUST0163,Books,AI Fundamentals,West,Mobile App,8,23.33,10,167.98
ORD00054,2023-01-13,CUST0338,Home & Kitchen,Air Fryer,South,In-Store,4,251.54,0,1006.16
ORD00770,2023-01-13,CUST0239,Beauty,Serum,North,Mobile App,1,117.72,0,117.72
ORD01090,2023-01-13,CUST0293,Sports,Running Shoes,East,Mobile App,3,134.49,15,342.95
ORD01999,2023-01-13,CUST0343,Sports,Cycling Helmet,West,Mobile App,5,18.56,5,88.16
ORD00751,2023-01-13,CUST0092,Books,Python Programming,West,Mobile App,6,29.65,5,169.0
ORD01656,2023-01-13,CUST0444,Electronics,Smartwatch,East,In-Store,6,1369.69,0,8218.14
ORD00091,2023-01-15,CUST0254,Sports,Protein Powder,East,Online,7,127.91,0,895.37
ORD00486,2023-01-15,CUST0089,Books,AI Fundamentals,South,Online,9,16.78,10,135.92
ORD00120,2023-01-15,CUST0499,Clothing,Jacket,Central,Online,8,76.96,0,615.68
ORD01071,2023-01-15,CUST0456,Home & Kitchen,Vacuum,Central,Mobile App,3,121.99,0,365.97
ORD01513,2023-01-15,CUST0146,Beauty,Moisturizer,West,Online,7,61.04,0,427.28
ORD00211,2023-01-15,CUST0164,Clothing,Dress,North,Mobile App,6,149.29,0,895.74
ORD00442,2023-01-16,CUST0459,Home & Kitchen,Coffee Maker,East,Online,10,37.04,0,370.4
ORD00488,2023-01-16,CUST0124,Sports,Protein Powder,East,In-Store,2,88.43,15,150.33
ORD00738,2023-01-16,CUST0392,Beauty,Moisturizer,East,In-Store,3,30.25,15,77.14
ORD00002,2023-01-16,CUST0048,Beauty,Perfume,South,Online,7,19.56,0,136.92
ORD01524,2023-01-16,CUST0473,Electronics,Tablet,South,In-Store,10,1192.36,15,10135.06
ORD01234,2023-01-16,CUST0300,Electronics,Tablet,South,In-Store,2,362.09,0,724.18
ORD01145,2023-01-16,CUST0102,Beauty,Perfume,South,In-Store,6,110.4,0,662.4
ORD01174,2023-01-17,CUST0424,Home & Kitchen,Blender,Central,In-Store,9,76.28,0,686.52
ORD01720,2023-01-17,CUST0339,Books,Python Programming,Central,Online,5,43.65,5,207.34
ORD01947,2023-01-17,CUST0067,Beauty,Foundation,Central,Online,6,82.54,10,445.72
ORD00374,2023-01-17,CUST0141,Clothing,T-Shirt,South,Mobile App,4,93.5,0,374.0
ORD01266,2023-01-18,CUST0061,Sports,Dumbbells,South,In-Store,7,130.99,0,916.93
ORD00662,2023-01-18,CUST0340,Beauty,Lipstick,East,In-Store,3,24.44,0,73.32
ORD01527,2023-01-18,CUST0415,Books,Data Science,South,Online,2,41.46,0,82.92
ORD00303,2023-01-18,CUST0229,Electronics,Smartphone,Central,Mobile App,2,467.91,10,842.24
ORD01584,2023-01-18,CUST0427,Beauty,Foundation,West,Online,3,91.71,20,220.1
ORD00705,2023-01-18,CUST0146,Sports,Cycling Helmet,Central,Online,1,192.57,15,163.68
ORD00460,2023-01-18,CUST0151,Beauty,Lipstick,North,In-Store,2,27.89,20,44.62
ORD00354,2023-01-19,CUST0405,Sports,Protein Powder,East,Mobile App,7,108.72,10,684.94
ORD00128,2023-01-19,CUST0065,Sports,Cycling Helmet,Central,Mobile App,3,86.42,5,246.3
ORD01620,2023-01-19,CUST0433,Sports,Dumbbells,North,Mobile App,4,117.3,0,469.2
ORD01707,2023-01-19,CUST0273,Beauty,Moisturizer,West,Online,6,75.54,15,385.25
ORD00048,2023-01-19,CUST0428,Electronics,Laptop,East,Mobile App,3,297.82,10,804.11
ORD01279,2023-01-19,CUST0097,Clothing,T-Shirt,South,In-Store,1,106.14,0,106.14
ORD00261,2023-01-20,CUST0071,Books,SQL Mastery,East,In-Store,1,30.07,0,30.07
ORD00962,2023-01-20,CUST0236,Electronics,Headphones,West,Mobile App,9,420.71,0,3786.39
ORD01918,2023-01-20,CUST0074,Beauty,Lipstick,North,Mobile App,6,89.65,0,537.9
ORD00781,2023-01-20,CUST0399,Books,Business Analytics,South,Online,6,18.75,20,90.0
ORD01028,2023-01-21,CUST0263,Books,Python Programming,East,In-Store,7,31.71,0,221.97
ORD01861,2023-01-21,CUST0126,Books,Data Science,Central,Online,4,26.19,5,99.52
ORD01848,2023-01-21,CUST0178,Books,SQL Mastery,West,In-Store,7,31.09,15,184.99
ORD01326,2023-01-22,CUST0301,Electronics,Laptop,South,Online,10,369.63,0,3696.3
ORD01924,2023-01-22,CUST0236,Beauty,Moisturizer,West,Mobile App,5,57.49,0,287.45
ORD00679,2023-01-22,CUST0382,Beauty,Serum,Central,Mobile App,3,112.98,15,288.1
ORD00978,2023-01-22,CUST0494,Home & Kitchen,Air Fryer,West,Online,3,207.84,15,529.99
ORD01567,2023-01-22,CUST0284,Beauty,Perfume,South,Online,10,104.66,0,1046.6
ORD00192,2023-01-22,CUST0231,Books,SQL Mastery,Central,Mobile App,10,29.22,10,262.98
ORD01104,2023-01-22,CUST0001,Clothing,Sneakers,West,Mobile App,9,143.84,5,1229.83
ORD01660,2023-01-23,CUST0357,Home & Kitchen,Blender,East,In-Store,8,204.75,5,1556.1
ORD01554,2023-01-23,CUST0115,Sports,Yoga Mat,South,In-Store,7,174.61,5,1161.16
ORD00612,2023-01-23,CUST0358,Beauty,Foundation,Central,In-Store,6,67.42,20,323.62
ORD00220,2023-01-23,CUST0181,Clothing,T-Shirt,Central,In-Store,6,120.3,0,721.8
ORD00867,2023-01-23,CUST0028,Beauty,Foundation,East,In-Store,3,64.73,15,165.06
ORD01122,2023-01-23,CUST0453,Books,AI Fundamentals,South,Online,9,34.78,20,250.42
ORD01094,2023-01-24,CUST0252,Electronics,Smartwatch,North,In-Store,7,988.91,10,6230.13
ORD01778,2023-01-24,CUST0400,Beauty,Foundation,West,Mobile App,10,113.56,5,1078.82
ORD00785,2023-01-24,CUST0053,Electronics,Smartwatch,Central,Mobile App,6,1333.44,5,7600.61
ORD01544,2023-01-24,CUST0411,Books,Data Science,North,Mobile App,9,21.36,10,173.02
ORD01106,2023-01-24,CUST0083,Beauty,Lipstick,Central,Mobile App,9,74.37,0,669.33
ORD00065,2023-01-24,CUST0126,Home & Kitchen,Coffee Maker,West,Mobile App,3,247.77,0,743.31
ORD01055,2023-01-24,CUST0395,Sports,Running Shoes,Central,In-Store,6,198.83,20,954.38
ORD01587,2023-01-24,CUST0038,Home & Kitchen,Vacuum,East,In-Store,2,194.36,15,330.41
ORD01456,2023-01-25,CUST0485,Beauty,Moisturizer,East,Online,1,38.57,0,38.57
ORD01380,2023-01-25,CUST0162,Electronics,Smartwatch,North,In-Store,8,1482.44,0,11859.52
ORD01713,2023-01-26,CUST0192,Books,SQL Mastery,Central,In-Store,4,36.96,15,125.66
ORD01956,2023-01-26,CUST0368,Electronics,Laptop,North,In-Store,4,762.86,0,3051.44
ORD00276,2023-01-26,CUST0343,Electronics,Smartwatch,Central,Online,4,1163.16,0,4652.64
ORD00036,2023-01-26,CUST0300,Books,SQL Mastery,West,Mobile App,6,13.05,0,78.3
ORD00695,2023-01-26,CUST0188,Sports,Protein Powder,South,Mobile App,10,130.43,0,1304.3
ORD01056,2023-01-26,CUST0475,Clothing,Sneakers,West,In-Store,2,98.56,15,167.55
ORD00155,2023-01-26,CUST0403,Beauty,Lipstick,East,Online,10,80.59,0,805.9
ORD00716,2023-01-26,CUST0281,Clothing,Jacket,West,In-Store,10,30.73,15,261.2
ORD00079,2023-01-26,CUST0134,Beauty,Foundation,West,In-Store,8,24.93,0,199.44
ORD00535,2023-01-26,CUST0260,Electronics,Tablet,South,Mobile App,6,616.82,0,3700.92
ORD01997,2023-01-27,CUST0330,Clothing,T-Shirt,South,In-Store,9,103.82,0,934.38
ORD00119,2023-01-27,CUST0105,Home & Kitchen,Vacuum,East,Mobile App,8,234.24,20,1499.14
ORD01531,2023-01-27,CUST0308,Books,Business Analytics,Central,In-Store,8,15.05,0,120.4
ORD01576,2023-01-27,CUST0311,Sports,Protein Powder,West,Mobile App,9,150.61,20,1084.39
ORD01194,2023-01-27,CUST0307,Beauty,Moisturizer,North,Online,5,52.97,5,251.61
ORD01211,2023-01-27,CUST0325,Electronics,Laptop,South,Online,2,1330.83,0,2661.66
ORD00210,2023-01-28,CUST0203,Clothing,Dress,Central,In-Store,1,135.0,5,128.25
ORD00890,2023-01-28,CUST0033,Home & Kitchen,Air Fryer,East,In-Store,7,165.96,0,1161.72
ORD00558,2023-01-28,CUST0007,Sports,Cycling Helmet,East,Online,6,191.99,10,1036.75
ORD01491,2023-01-28,CUST0251,Sports,Yoga Mat,East,Online,10,55.21,0,552.1
ORD01469,2023-01-28,CUST0226,Clothing,Dress,East,In-Store,9,85.28,0,767.52
ORD00641,2023-01-28,CUST0270,Home & Kitchen,Cookware Set,West,In-Store,10,89.97,0,899.7
ORD01403,2023-01-28,CUST0048,Sports,Cycling Helmet,West,In-Store,5,112.08,0,560.4
ORD00866,2023-01-28,CUST0100,Clothing,Dress,North,Online,4,120.14,0,480.56
ORD00749,2023-01-28,CUST0354,Home & Kitchen,Cookware Set,Central,Online,5,74.95,10,337.28
ORD01209,2023-01-28,CUST0465,Clothing,Jacket,South,Mobile App,4,64.55,10,232.38
ORD00582,2023-01-28,CUST0436,Home & Kitchen,Coffee Maker,Central,In-Store,10,60.95,20,487.6
ORD01875,2023-01-28,CUST0365,Books,SQL Mastery,East,Mobile App,1,25.72,10,23.15
ORD01367,2023-01-28,CUST0360,Beauty,Moisturizer,North,Mobile App,7,86.57,0,605.99
ORD00294,2023-01-29,CUST0233,Clothing,Sneakers,South,Mobile App,9,83.55,5,714.35
ORD01374,2023-01-29,CUST0113,Sports,Dumbbells,West,Online,7,152.48,10,960.62
ORD00776,2023-01-29,CUST0428,Home & Kitchen,Cookware Set,Central,In-Store,7,241.68,15,1438.0
ORD00447,2023-01-29,CUST0120,Books,Business Analytics,Central,Online,1,18.78,0,18.78
ORD01540,2023-01-29,CUST0014,Sports,Running Shoes,South,Mobile App,4,159.59,0,638.36
ORD01350,2023-01-29,CUST0279,Clothing,Jacket,East,Mobile App,3,63.13,0,189.39
ORD00011,2023-01-29,CUST0118,Home & Kitchen,Vacuum,North,In-Store,6,89.3,20,428.64
ORD01914,2023-01-29,CUST0201,Home & Kitchen,Coffee Maker,West,Online,4,124.53,15,423.4
ORD00134,2023-01-29,CUST0151,Clothing,Jacket,East,In-Store,1,137.45,0,137.45
ORD00922,2023-01-30,CUST0075,Books,Data Science,East,In-Store,3,52.26,10,141.1
ORD01222,2023-01-30,CUST0334,Home & Kitchen,Vacuum,West,In-Store,6,221.46,15,1129.45
ORD01543,2023-01-30,CUST0122,Books,Business Analytics,South,Online,6,27.59,5,157.26
ORD01557,2023-01-30,CUST0414,Beauty,Perfume,North,Mobile App,7,57.75,20,323.4
ORD01238,2023-01-30,CUST0500,Clothing,Jacket,East,In-Store,7,106.46,10,670.7
ORD00766,2023-01-30,CUST0056,Books,AI Fundamentals,Central,Mobile App,4,36.23,10,130.43
ORD00249,2023-01-31,CUST0081,Clothing,Dress,West,In-Store,2,58.67,15,99.74
ORD01891,2023-01-31,CUST0470,Sports,Dumbbells,West,Mobile App,1,161.9,0,161.9
ORD01882,2023-01-31,CUST0350,Home & Kitchen,Blender,East,Online,1,267.41,10,240.67
ORD00193,2023-02-01,CUST0231,Clothing,Jacket,North,In-Store,9,98.65,0,887.85
ORD01100,2023-02-01,CUST0163,Books,SQL Mastery,West,Mobile App,2,29.25,0,58.5
ORD00732,2023-02-01,CUST0321,Beauty,Serum,East,In-Store,9,35.98,0,323.82
ORD00439,2023-02-01,CUST0045,Beauty,Serum,East,In-Store,9,64.88,5,554.72
ORD01064,2023-02-01,CUST0202,Electronics,Headphones,North,Mobile App,3,609.25,5,1736.36
ORD00292,2023-02-01,CUST0425,Beauty,Serum,Central,Mobile App,10,18.59,0,185.9
ORD00821,2023-02-01,CUST0323,Beauty,Perfume,West,Mobile App,10,92.44,0,924.4
ORD00555,2023-02-01,CUST0354,Clothing,Jacket,East,Online,3,108.84,20,261.22
ORD00979,2023-02-02,CUST0462,Electronics,Laptop,West,In-Store,5,608.08,20,2432.32
ORD00531,2023-02-02,CUST0134,Sports,Yoga Mat,East,Online,8,179.2,0,1433.6
ORD00215,2023-02-02,CUST0057,Electronics,Smartphone,West,Mobile App,10,745.77,5,7084.81
ORD00974,2023-02-02,CUST0325,Beauty,Serum,South,In-Store,7,102.85,0,719.95
ORD00435,2023-02-03,CUST0102,Books,Business Analytics,West,Online,2,55.87,0,111.74
ORD01752,2023-02-03,CUST0176,Clothing,Dress,South,In-Store,1,136.63,15,116.14
ORD00934,2023-02-03,CUST0155,Electronics,Tablet,North,Online,5,354.6,0,1773.0
ORD00102,2023-02-03,CUST0206,Clothing,T-Shirt,West,Online,8,52.82,0,422.56
ORD00799,2023-02-03,CUST0175,Books,Python Programming,South,Mobile App,8,37.4,5,284.24
ORD01812,2023-02-03,CUST0058,Electronics,Headphones,West,In-Store,2,1366.35,5,2596.06
ORD01086,2023-02-04,CUST0446,Clothing,Dress,North,In-Store,9,20.27,0,182.43
ORD01389,2023-02-04,CUST0144,Electronics,Tablet,Central,In-Store,5,607.83,0,3039.15
ORD01518,2023-02-04,CUST0470,Sports,Dumbbells,West,In-Store,5,66.49,5,315.83
ORD01359,2023-02-04,CUST0058,Sports,Cycling Helmet,Central,In-Store,8,148.45,20,950.08
ORD00475,2023-02-04,CUST0045,Beauty,Lipstick,West,Mobile App,5,101.75,0,508.75
ORD00772,2023-02-04,CUST0158,Clothing,T-Shirt,East,Mobile App,5,103.28,0,516.4
ORD00022,2023-02-05,CUST0390,Books,Data Science,Central,Online,8,14.28,20,91.39
ORD01465,2023-02-05,CUST0143,Sports,Protein Powder,West,Online,7,109.99,0,769.93
ORD00132,2023-02-05,CUST0121,Home & Kitchen,Cookware Set,East,Online,1,265.54,10,238.99
ORD00671,2023-02-05,CUST0094,Beauty,Perfume,South,In-Store,7,98.97,0,692.79
ORD00297,2023-02-05,CUST0479,Sports,Running Shoes,West,Online,9,144.57,0,1301.13
ORD01839,2023-02-06,CUST0451,Electronics,Smartwatch,East,In-Store,8,1165.79,0,9326.32
ORD01530,2023-02-06,CUST0292,Clothing,T-Shirt,North,Online,7,77.05,20,431.48
ORD00572,2023-02-06,CUST0383,Sports,Yoga Mat,South,Online,7,53.03,15,315.53
ORD01395,2023-02-07,CUST0115,Home & Kitchen,Cookware Set,West,In-Store,7,72.72,20,407.23
ORD01187,2023-02-07,CUST0328,Home & Kitchen,Coffee Maker,West,In-Store,8,166.64,0,1333.12
ORD01006,2023-02-07,CUST0049,Clothing,Dress,Central,Online,10,112.1,0,1121.0
ORD01387,2023-02-08,CUST0491,Electronics,Tablet,South,Mobile App,10,510.84,10,4597.56
ORD00560,2023-02-08,CUST0096,Beauty,Lipstick,South,Mobile App,3,42.36,15,108.02
ORD01777,2023-02-08,CUST0125,Books,SQL Mastery,South,In-Store,5,32.01,0,160.05
ORD00335,2023-02-08,CUST0175,Beauty,Serum,Central,Mobile App,7,15.91,0,111.37
ORD01953,2023-02-08,CUST0005,Clothing,Sneakers,North,Mobile App,2,124.19,20,198.7
ORD01952,2023-02-08,CUST0091,Electronics,Laptop,East,Online,2,1253.98,0,2507.96
ORD01461,2023-02-09,CUST0039,Books,Python Programming,West,Online,4,42.97,15,146.1
ORD01636,2023-02-09,CUST0193,Books,Data Science,South,Online,7,56.06,15,333.56
ORD01651,2023-02-09,CUST0459,Clothing,Jeans,North,Online,1,81.81,0,81.81
ORD01354,2023-02-09,CUST0316,Clothing,T-Shirt,East,Online,5,144.34,0,721.7
ORD01018,2023-02-09,CUST0127,Electronics,Smartwatch,West,Mobile App,3,1196.9,5,3411.16
ORD01031,2023-02-09,CUST0470,Books,AI Fundamentals,North,Mobile App,1,24.77,10,22.29
ORD00711,2023-02-10,CUST0400,Books,Business Analytics,North,In-Store,10,11.87,5,112.76
ORD00932,2023-02-10,CUST0218,Clothing,Jeans,North,Online,4,59.97,0,239.88
ORD01600,2023-02-10,CUST0382,Clothing,Jacket,South,Mobile App,2,115.11,0,230.22
ORD00472,2023-02-10,CUST0203,Sports,Protein Powder,North,Mobile App,8,178.11,0,1424.88
ORD00176,2023-02-11,CUST0140,Clothing,Jeans,West,Mobile App,1,118.08,15,100.37
ORD00162,2023-02-11,CUST0165,Beauty,Moisturizer,Central,Online,8,63.93,0,511.44
ORD00112,2023-02-11,CUST0307,Sports,Running Shoes,North,In-Store,8,107.59,5,817.68
ORD00291,2023-02-11,CUST0270,Books,Python Programming,West,Mobile App,10,48.09,20,384.72
ORD00299,2023-02-11,CUST0350,Sports,Cycling Helmet,Central,Online,7,175.88,5,1169.6
ORD01955,2023-02-11,CUST0096,Electronics,Smartwatch,North,Mobile App,3,358.57,0,1075.71
ORD00106,2023-02-11,CUST0081,Electronics,Smartphone,South,Online,5,1013.17,15,4305.97
ORD01698,2023-02-12,CUST0178,Clothing,Dress,North,Mobile App,2,108.7,5,206.53
ORD01761,2023-02-12,CUST0244,Beauty,Moisturizer,South,Online,2,31.61,5,60.06
ORD00407,2023-02-12,CUST0159,Beauty,Perfume,North,Mobile App,3,69.14,0,207.42
ORD01844,2023-02-12,CUST0007,Books,Business Analytics,North,Mobile App,5,30.98,0,154.9
ORD00614,2023-02-12,CUST0146,Sports,Dumbbells,Central,Mobile App,4,62.09,20,198.69
ORD00660,2023-02-12,CUST0054,Electronics,Laptop,East,Mobile App,9,1202.21,20,8655.91
ORD01216,2023-02-12,CUST0389,Sports,Yoga Mat,East,Mobile App,7,155.96,20,873.38
ORD01468,2023-02-13,CUST0182,Books,AI Fundamentals,West,Online,2,27.6,10,49.68
ORD00961,2023-02-13,CUST0467,Beauty,Lipstick,North,In-Store,5,37.24,10,167.58
ORD00103,2023-02-13,CUST0128,Books,Data Science,North,Mobile App,10,17.59,0,175.9
ORD00425,2023-02-13,CUST0298,Books,AI Fundamentals,North,Mobile App,6,45.04,5,256.73
ORD00722,2023-02-13,CUST0058,Electronics,Smartphone,North,Online,6,459.59,0,2757.54
ORD01167,2023-02-13,CUST0161,Books,SQL Mastery,South,In-Store,8,47.88,0,383.04
ORD01306,2023-02-13,CUST0271,Home & Kitchen,Blender,Central,Online,8,57.36,0,458.88
ORD00580,2023-02-13,CUST0157,Electronics,Smartwatch,South,Mobile App,9,975.65,10,7902.77
ORD00359,2023-02-13,CUST0060,Home & Kitchen,Blender,South,In-Store,5,160.35,5,761.66
ORD01951,2023-02-13,CUST0413,Home & Kitchen,Air Fryer,East,Mobile App,8,52.49,15,356.93
ORD00285,2023-02-14,CUST0206,Books,AI Fundamentals,North,Online,9,51.35,0,462.15
ORD01670,2023-02-14,CUST0096,Sports,Yoga Mat,East,Mobile App,2,36.51,0,73.02
ORD00090,2023-02-14,CUST0143,Sports,Protein Powder,West,Online,4,64.65,20,206.88
ORD00395,2023-02-15,CUST0375,Beauty,Lipstick,North,Online,4,62.55,5,237.69
ORD01010,2023-02-15,CUST0163,Books,AI Fundamentals,Central,In-Store,8,56.52,0,452.16
ORD00522,2023-02-15,CUST0465,Sports,Running Shoes,North,Mobile App,1,58.38,15,49.62
ORD00538,2023-02-16,CUST0406,Sports,Yoga Mat,Central,Mobile App,1,118.07,20,94.46
ORD00431,2023-02-16,CUST0365,Beauty,Perfume,South,In-Store,6,14.44,0,86.64
ORD01650,2023-02-16,CUST0476,Sports,Dumbbells,Central,Online,4,46.1,0,184.4
ORD00674,2023-02-16,CUST0078,Home & Kitchen,Coffee Maker,North,In-Store,1,223.1,0,223.1
ORD01689,2023-02-16,CUST0371,Home & Kitchen,Blender,South,Online,4,79.84,5,303.39
ORD00989,2023-02-16,CUST0480,Electronics,Tablet,South,In-Store,5,1405.76,0,7028.8
ORD01023,2023-02-17,CUST0205,Beauty,Moisturizer,East,Online,10,70.19,5,666.8
ORD00064,2023-02-17,CUST0420,Clothing,T-Shirt,South,Mobile App,10,56.89,0,568.9
ORD01384,2023-02-17,CUST0488,Clothing,Jeans,South,Online,2,108.71,15,184.81
ORD00005,2023-02-17,CUST0195,Home & Kitchen,Coffee Maker,North,In-Store,6,88.13,0,528.78
ORD00659,2023-02-18,CUST0033,Beauty,Moisturizer,West,Mobile App,7,33.16,0,232.12
ORD01847,2023-02-18,CUST0061,Books,Data Science,South,In-Store,2,39.52,10,71.14
ORD00252,2023-02-19,CUST0026,Sports,Yoga Mat,East,In-Store,4,64.48,0,257.92
ORD01664,2023-02-19,CUST0440,Electronics,Tablet,Central,In-Store,1,1028.72,0,1028.72
ORD01879,2023-02-19,CUST0160,Beauty,Foundation,East,Online,6,25.24,0,151.44
ORD01521,2023-02-19,CUST0341,Electronics,Laptop,North,In-Store,3,1307.64,0,3922.92
ORD00326,2023-02-19,CUST0269,Books,AI Fundamentals,South,Online,3,50.31,0,150.93
ORD01939,2023-02-19,CUST0387,Clothing,T-Shirt,North,Online,3,106.3,5,302.95
ORD00583,2023-02-20,CUST0102,Beauty,Perfume,Central,In-Store,2,18.05,0,36.1
ORD01760,2023-02-20,CUST0275,Clothing,Sneakers,North,In-Store,8,119.02,5,904.55
ORD01755,2023-02-20,CUST0488,Clothing,Jacket,East,Mobile App,7,106.35,15,632.78
ORD00164,2023-02-20,CUST0407,Books,Business Analytics,North,Mobile App,10,32.69,5,310.55
ORD01059,2023-02-20,CUST0079,Beauty,Serum,East,In-Store,9,87.9,5,751.54
ORD00832,2023-02-20,CUST0131,Books,Business Analytics,Central,In-Store,5,26.75,20,107.0
